,color_tags
228,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
229,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
230,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Yellow']"
231,"['Brown', 'Burgundy', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Silver']"
232,"['Beige', 'Brown', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
233,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver']"
234,"['Beige', 'Blue', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Orange']"
235,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink']"
236,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Red', 'White', 'Yellow']"
237,"['Beige', 'Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
238,"['Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
239,"['Burgundy', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'Yellow']"
240,"['Beige', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Orange', 'Purple', 'Red', 'White']"
241,"['Black', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Navy', 'Orange', 'Red', 'Silver', 'Yellow']"
242,"['Beige', 'Burgundy', 'Gold', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
243,"['Beige', 'Black', 'Green', 'Grey', 'Multiple Colors', 'Purple', 'Silver']"
244,"['Beige', 'Brown', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'White', 'Yellow']"
245,"['Black', 'Burgundy', 'Gold', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'White']"
246,"['Blue', 'Gold', 'Khaki', 'Yellow']"
247,"['Beige', 'Black', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
248,"['Black', 'Green', 'Grey', 'Pink', 'Transparent', 'White', 'Yellow']"
249,"['Beige', 'Brown', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'Transparent']"
250,"['Beige', 'Gold', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
251,"['Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red']"
252,"['Green', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
253,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Yellow']"
254,"['Black', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
255,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Silver', 'Transparent']"
256,"['Beige', 'Brown', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
257,"['Beige', 'Gold', 'Green', 'Grey', 'Orange', 'Purple', 'Silver']"
258,"['Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Yellow']"
259,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
260,"['Blue', 'Brown', 'Grey', 'Purple', 'Silver', 'Transparent', 'Yellow']"
261,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Transparent']"
262,"['Beige', 'Brown', 'Burgundy', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple']"
263,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Green', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent']"
264,"['Burgundy', 'Grey', 'Pink', 'Transparent', 'Yellow']"
265,"['Beige', 'Brown', 'Burgundy', 'Green', 'Grey', 'Orange', 'Purple', 'Transparent', 'Yellow']"
266,"['Beige', 'Black', 'Brown', 'Green', 'Orange', 'Pink', 'Purple', 'Transparent']"
267,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
268,"['Blue', 'Gold', 'Grey', 'Navy', 'Pink', 'Red']"
269,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'Yellow']"
270,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
271,"['Beige', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
272,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Red', 'Silver', 'Yellow']"
273,"['Black', 'Blue', 'Brown', 'Burgundy', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Silver']"
274,"['Beige', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Red', 'Silver', 'White']"
275,"['Beige', 'Brown', 'Gold', 'Grey', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
276,"['Black', 'Blue', 'Burgundy', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
277,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver']"
278,"['Beige', 'Black', 'Green', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
279,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver']"
280,"['Brown', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
281,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Transparent']"
282,"['Beige', 'Gold', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent']"
283,"['Black', 'Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
284,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
285,"['Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Yellow']"
286,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
287,"['Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
288,"['Black', 'Blue', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple']"
289,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Purple', 'White']"
290,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'White']"
291,"['Gold', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'Yellow']"
292,"['Beige', 'Blue', 'Brown', 'Green', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
293,"['Beige', 'Gold', 'Green', 'Grey', 'Pink', 'Red', 'Silver', 'White']"
294,"['Beige', 'Black', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent']"
295,"['Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
296,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple']"
297,"['Black', 'Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
298,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Navy', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
299,"['Green', 'Grey', 'Multiple Colors', 'Pink', 'Silver', 'Transparent', 'Yellow']"
300,"['Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
301,"['Blue', 'Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red']"
302,"['Gold', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Transparent', 'Yellow']"
303,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
304,"['Blue', 'Brown', 'Burgundy', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
305,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Red', 'White']"
306,"['Blue', 'Brown', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
307,"['Black', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
308,"['Blue', 'Brown', 'Gold', 'Khaki', 'Silver', 'Yellow']"
309,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'White']"
310,"['Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'White']"
311,"['Beige', 'Gold', 'Green', 'Khaki', 'Navy', 'Purple', 'Red', 'White']"
312,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
313,"['Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent', 'Yellow']"
314,"['Beige', 'Brown', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
315,"['Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
316,"['Burgundy', 'Green', 'Khaki', 'Purple', 'Silver', 'Transparent', 'Yellow']"
317,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red']"
318,"['Beige', 'Black', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
319,"['Brown', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
320,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent']"
321,"['Black', 'Brown', 'Green', 'Orange', 'Purple', 'Silver', 'Transparent']"
322,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
323,"['Brown', 'Burgundy', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
324,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Orange', 'Purple', 'Red', 'White']"
325,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Silver', 'Transparent', 'Yellow']"
326,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
327,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Purple', 'Red', 'Yellow']"
328,"['Beige', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
329,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
330,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Silver', 'White', 'Yellow']"
331,"['Beige', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Transparent']"
332,"['Brown', 'Green', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
333,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Transparent', 'White']"
334,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
335,"['Beige', 'Blue', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
336,"['Black', 'Brown', 'Gold', 'Green', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
337,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red']"
338,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Yellow']"
339,"['Beige', 'Brown', 'Gold', 'Green', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'White']"
340,"['Blue', 'Gold', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
341,"['Blue', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
342,"['Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Transparent', 'Yellow']"
343,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Orange', 'Purple', 'Red']"
344,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
345,"['Brown', 'Burgundy', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Red']"
346,"['Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'White']"
347,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
348,"['Brown', 'Burgundy', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
349,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Orange', 'Silver', 'Transparent']"
350,"['Beige', 'Navy', 'Pink', 'Red', 'Yellow']"
351,"['Beige', 'Brown', 'Gold', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
352,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver']"
353,"['Brown', 'Gold', 'Red', 'Silver', 'Transparent', 'Yellow']"
354,"['Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
355,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Yellow']"
356,"['Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
357,"['Brown', 'Grey', 'Pink', 'Purple', 'Silver', 'Yellow']"
358,"['Beige', 'Blue', 'Gold', 'Grey', 'Pink', 'Red', 'White']"
359,"['Brown', 'Burgundy', 'Gold', 'Orange', 'Purple', 'Silver', 'Yellow']"
360,"['Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver']"
361,"['Black', 'Burgundy', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Red']"
362,"['Black', 'Brown', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
363,"['Beige', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
364,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver']"
365,"['Beige', 'Gold', 'Green', 'Pink', 'Purple', 'Red', 'Yellow']"
366,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
367,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
368,"['Beige', 'Black', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
369,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Yellow']"
370,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red']"
371,"['Green', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
372,"['Black', 'Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
373,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
374,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Yellow']"
375,"['Brown', 'Gold', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
376,"['Black', 'Blue', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
377,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'White', 'Yellow']"
378,"['Beige', 'Gold', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent']"
379,"['Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'White', 'Yellow']"
380,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent', 'White']"
381,"['Beige', 'Black', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver']"
382,"['Beige', 'Brown', 'Green', 'Grey', 'Pink', 'Silver', 'Transparent']"
383,"['Black', 'Blue', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Transparent', 'Yellow']"
384,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
385,"['Beige', 'Brown', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver']"
386,"['Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver']"
387,"['Beige', 'Black', 'Brown', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Transparent', 'Yellow']"
388,"['Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Transparent', 'Yellow']"
389,"['Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
390,"['Brown', 'Gold', 'Khaki', 'Orange', 'Red', 'Silver', 'White', 'Yellow']"
391,"['Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
392,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red']"
393,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Transparent', 'White']"
394,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
395,"['Brown', 'Gold', 'Grey', 'Khaki', 'Purple', 'Silver', 'Yellow']"
396,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
397,"['Green', 'Grey', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
398,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Red']"
399,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'White']"
400,"['Beige', 'Black', 'Brown', 'Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
401,"['Beige', 'Burgundy', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
402,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Yellow']"
403,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Yellow']"
404,"['Brown', 'Gold', 'Purple', 'Red', 'Silver', 'Yellow']"
405,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Red']"
406,"['Beige', 'Brown', 'Gold', 'Grey', 'Purple', 'Red', 'Silver', 'Transparent']"
407,"['Beige', 'Blue', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
408,"['Beige', 'Gold', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red', 'Yellow']"
409,"['Beige', 'Blue', 'Gold', 'Green', 'Khaki', 'Pink', 'Red', 'White', 'Yellow']"
410,"['Beige', 'Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Navy', 'Orange']"
411,"['Beige', 'Black', 'Brown', 'Gold', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
412,"['Brown', 'Burgundy', 'Gold', 'Purple', 'Red', 'Silver', 'Yellow']"
413,"['Beige', 'Brown', 'Gold', 'Grey', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
414,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Navy', 'Pink', 'Silver', 'White', 'Yellow']"
415,"['Brown', 'Gold', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
416,"['Brown', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent', 'Yellow']"
417,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White']"
418,"['Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
419,"['Black', 'Blue', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
420,"['Brown', 'Green', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
421,"['Brown', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Transparent', 'White', 'Yellow']"
422,"['Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'White', 'Yellow']"
423,"['Brown', 'Grey', 'Multiple Colors', 'Purple', 'Red', 'Silver']"
424,"['Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red']"
425,"['Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
426,"['Blue', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
427,"['Beige', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Red', 'Transparent', 'Yellow']"
428,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Red', 'Transparent', 'White', 'Yellow']"
429,"['Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'White', 'Yellow']"
430,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Yellow']"
431,"['Gold', 'Green', 'Grey', 'Purple', 'Transparent']"
432,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Transparent']"
433,"['Black', 'Blue', 'Burgundy', 'Gold', 'Green', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
434,"['Brown', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Transparent', 'Yellow']"
435,"['Beige', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Red', 'Yellow']"
436,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
437,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Silver']"
438,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
439,"['Burgundy', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'White', 'Yellow']"
440,"['Black', 'Brown', 'Gold', 'Khaki', 'Red', 'White', 'Yellow']"
441,"['Black', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
442,"['Beige', 'Gold', 'Navy', 'Pink', 'Red', 'Transparent', 'White', 'Yellow']"
443,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Silver', 'Transparent', 'White', 'Yellow']"
444,"['Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
445,"['Burgundy', 'Gold', 'Khaki', 'Purple', 'Yellow']"
446,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
447,"['Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'Transparent', 'White']"
448,"['Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
449,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Yellow']"
450,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
451,"['Beige', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'White', 'Yellow']"
452,"['Beige', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
453,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
454,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'White']"
455,"['Beige', 'Black', 'Blue', 'Gold', 'Grey', 'Navy', 'Orange', 'Pink', 'Red', 'Silver']"
456,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Silver', 'Transparent']"
